STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,URBANIZATION,Urbanization,DISABILITY,Disability,OCCUPATION,Occupation,ECONOMIC_SECTOR,Economic sector,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_T,All occupations,D,"Electricity; gas, steam and air conditioning supply",2013,,0.77,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,_T,All occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,,0.92,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,_T,All occupations,H,Transportation and storage,2019,,0.99,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,_T,All occupations,F,Construction,2019,,0.91,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,_T,All occupations,M,"Professional, scientific and technical activities",2019,,0.84,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,_T,All occupations,Q,Human health and social work activities,2019,,1.14,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,_T,All occupations,S,Other service activities,2019,,1.3,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,_T,All occupations,O,Public administration and defence; compulsory social security,2021,,0.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,Q,Human health and social work activities,2013,,0.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,I,Accommodation and food service activities,2019,,1.48,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,_T,All occupations,O,Public administration and defence; compulsory social security,2013,,0.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,6,"Skilled Agricultural, Forestry and Fishery Workers",_T,All activity sectors,2013,,0.41,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,8,Plant and Machine Operators and Assemblers,_T,All activity sectors,2013,,0.87,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,9,Elementary Occupations,_T,All activity sectors,2013,,0.37,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,3,Technicians and Associate Professionals,_T,All activity sectors,2019,,1.48,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,1,Managers,_T,All activity sectors,2013,,1.21,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,6,"Skilled Agricultural, Forestry and Fishery Workers",_T,All activity sectors,2019,,0.2,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,PD,Persons with disability,9,Elementary Occupations,_T,All activity sectors,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,4,Clerical Support Workers,_T,All activity sectors,2013,,0.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,5,Services and Sales Workers,_T,All activity sectors,2015,,0.6,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,_T,No breakdown by disability,2,Professionals,_T,All activity sectors,2019,,0.75,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,0,Armed Forces Occupations,_T,All activity sectors,2021,,0.83,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,4,Clerical Support Workers,_T,All activity sectors,2013,,1.34,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,_T,National,_T,No breakdown by disability,3,Technicians and Associate Professionals,_T,All activity sectors,2021,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,U,Urban,PD,Persons with disability,_T,All occupations,_T,All activity sectors,2019,,0.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,5,Services and Sales Workers,C,Manufacturing,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,5,Services and Sales Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,,0.85,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,9,Elementary Occupations,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,1,Managers,H,Transportation and storage,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,2,Professionals,J,Information and communication,2012,,0.82,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,3,Technicians and Associate Professionals,N,Administrative and support service activities,2013,,1.33,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,5,Services and Sales Workers,N,Administrative and support service activities,2012,,0.62,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,2,Professionals,O,Public administration and defence; compulsory social security,2019,,0.75,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,R,Rural,_Z,Not applicable,3,Technicians and Associate Professionals,O,Public administration and defence; compulsory social security,2012,,1.1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,U,Urban,PWD,Persons without disability,2,Professionals,Q,Human health and social work activities,2021,,0.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,4,Clerical Support Workers,Q,Human health and social work activities,2013,,1.34,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,3,Technicians and Associate Professionals,S,Other service activities,2021,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,PWD,Persons without disability,5,Services and Sales Workers,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2021,,1.2,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,U,Urban,_Z,Not applicable,7,Craft and Related Trades Workers,X,Not elsewhere classified,2013,,0.81,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,1,Managers,I,Accommodation and food service activities,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,4,Clerical Support Workers,N,Administrative and support service activities,2012,,1.8,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,SB,Solomon Islands,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,5,Services and Sales Workers,Q,Human health and social work activities,2012,,0.62,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,_T,National,_Z,Not applicable,3,Technicians and Associate Professionals,Q,Human health and social work activities,2013,,1.9,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,MH,Marshall Islands,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,7,Craft and Related Trades Workers,D,"Electricity; gas, steam and air conditioning supply",2019,,0.87,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,3,Technicians and Associate Professionals,H,Transportation and storage,2019,,0.43,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,_T,National,PWD,Persons without disability,3,Technicians and Associate Professionals,I,Accommodation and food service activities,2021,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,KI,Kiribati,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,2,Professionals,A,Agriculture; forestry and fishing,2019,,0.96,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,8,Plant and Machine Operators and Assemblers,A,Agriculture; forestry and fishing,2019,,1,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,TO,Tonga,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,2,Professionals,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2021,,0.97,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,FM,Micronesia (Federated States of),GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,4,Clerical Support Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,,1.69,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,PW,Palau,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,7,Craft and Related Trades Workers,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2013,,0.89,,RATIO_POP,ratio to total population,,,,,,,,,,
DATAFLOW,SPC:DF_GWG(1.0),"Gender Pay Gap in Wages by country, urbanisation, and disability status",I,A,Annual,WS,Samoa,GWG,Gender parity index of gross earnings,R,Rural,_T,No breakdown by disability,1,Managers,K,Financial and insurance activities,2013,,1.18,,RATIO_POP,ratio to total population,,,,,,,,,,
